PoNumber,Item No,Quantity,Vendor Challan No,Challan Date,Assesable Value,BED Value,SED Value,AED Value,ECS value,S&H E cess Value,S&H E cess Rate %,ECS Rate %,BED %,AED %,SED %,Sales Tax,Invoice amount,VAT amount,Currency,Form 31-Series No,Form 31 No,Invoice Number,Invoice Date,Vehicle Number,Packages,PackUnit,
2540131755,10,50,P00259,07.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540132379,10,60,P00260,07.04.2017,149607,18701,0,0,0,0,0,0,12.5,0,0,0,191029.58,22721.58,INR,,,,,MH14 CP2472,,,
2510172350,10,18,P00261,07.04.2017,29287.62,3661,0,0,0,0,0,0,12.5,0,0,0,37396.68,4448.06,INR,,,,,MH14 CP2472,,,
2510172359,10,50,P00262,07.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP2472,,,
2510172347,10,50,P00263,07.04.2017,5758.5,720,0,0,0,0,0,0,12.5,0,0,0,7353.1,874.6,INR,,,,,MH14 CP2472,,,
2540131776,10,16,P00264,07.04.2017,14330.72,1791,0,0,0,0,0,0,12.5,0,0,0,18298.15,2176.43,INR,,,,,MH14 CP2472,,,
2510172351,10,24,P00265,07.04.2017,20182.56,2523,0,0,0,0,0,0,12.5,0,0,0,25770.81,3065.25,INR,,,,,MH14 CP2472,,,
2510172330,10,13,P00266,07.04.2017,4939.87,617,0,0,0,0,0,0,12.5,0,0,0,6307.05,750.18,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00267,07.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540131761,10,50,P00268,07.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 CP2472,,,
2540131761,10,10,P00269,07.04.2017,7320.7,915,0,0,0,0,0,0,12.5,0,0,0,9347.52,1111.82,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00270,07.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00271,07.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540131777,10,40,P00272,07.04.2017,7750.8,969,0,0,0,0,0,0,12.5,0,0,0,9896.97,1177.17,INR,,,,,MH14 CP2472,,,
2540131756,10,25,P00293,07.04.2017,56670.75,7084,0,0,0,0,0,0,12.5,0,0,0,72361.64,8606.89,INR,,,,,MH14 CP2472,,,
2540131756,10,25,P00294,07.04.2017,56670.75,7084,0,0,0,0,0,0,12.5,0,0,0,72361.64,8606.89,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00302,07.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2530005878,10,200,P00306,07.04.2017,15056,1882,0,0,0,0,0,0,12.5,0,0,0,19224.63,2286.63,INR,,,,,BY TRANSPORT,,,
2530005878,10,300,P00307,07.04.2017,22584,2823,0,0,0,0,0,0,12.5,0,0,0,28836.94,3429.94,INR,,,,,BY TRANSPORT,,,
2510172364,10,96,P00308,07.04.2017,12678.72,1585,0,0,0,0,0,0,12.5,0,0,0,16189.32,1925.6,INR,,,,,BY TRANSPORT,,,
2510172364,10,96,P00309,07.04.2017,12678.72,1585,0,0,0,0,0,0,12.5,0,0,0,16189.32,1925.6,INR,,,,,BY TRANSPORT,,,
2540131755,10,45,P00316,08.04.2017,101497.5,12687,0,0,0,0,0,0,12.5,0,0,0,129599.41,15414.91,INR,,,,,MH14 CP2472,,,
2510172350,10,33,P00317,08.04.2017,53693.97,6712,0,0,0,0,0,0,12.5,0,0,0,68560.78,8154.81,INR,,,,,MH14 CP2472,,,
2510172365,10,75,P00318,08.04.2017,23605.5,2951,0,0,0,0,0,0,12.5,0,0,0,30141.63,3585.13,INR,,,,,MH14 CP2472,,,
2540131763,10,84,P00319,08.04.2017,33593.28,4199,0,0,0,0,0,0,12.5,0,0,0,42894.24,5101.96,INR,,,,,MH14 CP2472,,,
2510172351,10,24,P00320,08.04.2017,20182.56,2523,0,0,0,0,0,0,12.5,0,0,0,25770.81,3065.25,INR,,,,,MH14 CP2472,,,
2540131759,10,36,P00321,08.04.2017,13293.36,1662,0,0,0,0,0,0,12.5,0,0,0,16974.33,2018.97,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00322,08.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2540131761,10,30,P00323,08.04.2017,21962.1,2745,0,0,0,0,0,0,12.5,0,0,0,28042.56,3335.46,INR,,,,,MH14 CP2472,,,
2540140488,10,35,P00324,08.04.2017,9177.35,1147,0,0,0,0,0,0,12.5,0,0,0,11718.14,1393.79,INR,,,,,MH14 CP2472,,,
2510172359,10,50,P00325,08.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00326,08.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00331,08.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00332,08.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2540131761,10,40,P00333,08.04.2017,29282.8,3660,0,0,0,0,0,0,12.5,0,0,0,37390.08,4447.28,INR,,,,,MH14 CP2472,,,
2510172347,10,50,P00334,08.04.2017,5758.5,720,0,0,0,0,0,0,12.5,0,0,0,7353.1,874.6,INR,,,,,MH14 CP2472,,,
2510172350,10,6,P00335,08.04.2017,9762.54,1220,0,0,0,0,0,0,12.5,0,0,0,12465.18,1482.64,INR,,,,,MH14 CP2472,,,
2540131775,10,25,P00336,08.04.2017,18252.5,2282,0,0,0,0,0,0,12.5,0,0,0,23306.66,2772.16,INR,,,,,MH14 CP2472,,,
2510172358,10,100,P00337,08.04.2017,20341,2543,0,0,0,0,0,0,12.5,0,0,0,25973.34,3089.34,INR,,,,,MH14 CP2472,,,
2540131776,10,48,P00338,08.04.2017,42992.16,5374,0,0,0,0,0,0,12.5,0,0,0,54895.59,6529.43,INR,,,,,MH14 CP2472,,,
2510172351,10,24,P00339,08.04.2017,20182.56,2523,0,0,0,0,0,0,12.5,0,0,0,25770.81,3065.25,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00340,08.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540131769,10,150,P00341,08.04.2017,43131,5391,0,0,0,0,0,0,12.5,0,0,0,55072.47,6550.47,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00342,08.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00343,08.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00344,08.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00345,08.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00346,08.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2540131769,10,60,P00347,08.04.2017,17252.4,2157,0,0,0,0,0,0,12.5,0,0,0,22029.67,2620.27,INR,,,,,MH14 CP2472,,,
2540131761,10,10,P00348,08.04.2017,7320.7,915,0,0,0,0,0,0,12.5,0,0,0,9347.52,1111.82,INR,,,,,MH14 CP2472,,,
2540131761,10,10,P00349,08.04.2017,7320.7,915,0,0,0,0,0,0,12.5,0,0,0,9347.52,1111.82,INR,,,,,,,,
2540131761,10,50,P00350,08.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 CP2472,,,
2540131761,10,10,P00393,09.04.2017,7320.7,915,0,0,0,0,0,0,12.5,0,0,0,9347.52,1111.82,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00394,09.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540132379,10,75,P00395,10.04.2017,187008.75,23376,0,0,0,0,0,0,12.5,0,0,0,238786.69,28401.94,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00396,10.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2510172365,10,75,P00397,10.04.2017,23605.5,2951,0,0,0,0,0,0,12.5,0,0,0,30141.63,3585.13,INR,,,,,MH14 CP2472,,,
2540131761,10,20,P00398,10.04.2017,14641.4,1830,0,0,0,0,0,0,12.5,0,0,0,18695.04,2223.64,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00399,10.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2510172369,10,25,P00400,10.04.2017,3019.75,377,0,0,0,0,0,0,12.5,0,0,0,3855.31,458.56,INR,,,,,MH14 CP2472,,,
2540132379,10,75,P00413,10.04.2017,187008.75,23376,0,0,0,0,0,0,12.5,0,0,0,238786.69,28401.94,INR,,,,,MH14 CP2472,,,
2540131761,10,40,P00414,10.04.2017,29282.8,3660,0,0,0,0,0,0,12.5,0,0,0,37390.08,4447.28,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00415,10.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00416,10.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540131762,10,60,P00417,10.04.2017,13551.6,1694,0,0,0,0,0,0,12.5,0,0,0,17303.76,2058.16,INR,,,,,MH14 CP2472,,,
2510172361,10,60,P00418,10.04.2017,20733,2592,0,0,0,0,0,0,12.5,0,0,0,26473.88,3148.88,INR,,,,,MH14 CP2472,,,
2540131776,10,48,P00419,10.04.2017,42992.16,5374,0,0,0,0,0,0,12.5,0,0,0,54895.59,6529.43,INR,,,,,MH14 CP2472,,,
2510172351,10,48,P00420,10.04.2017,40365.12,5046,0,0,0,0,0,0,12.5,0,0,0,51541.62,6130.5,INR,,,,,MH14 CP2472,,,
2540131797,10,50,P00421,10.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP 2472,,,
2540127048,10,10,P00422,10.04.2017,3799.3,475,0,0,0,0,0,0,12.5,0,0,0,4851.33,577.03,INR,,,,,MH14 CP2472,,,
2540127048,10,5,P00423,10.04.2017,1899.65,237,0,0,0,0,0,0,12.5,0,0,0,2425.1,288.45,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00424,10.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2540131759,10,36,P00425,10.04.2017,13293.36,1662,0,0,0,0,0,0,12.5,0,0,0,16974.33,2018.97,INR,,,,,MH14 CP2472,,,
2540140488,10,35,P00426,10.04.2017,9177.35,1147,0,0,0,0,0,0,12.5,0,0,0,11718.14,1393.79,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00427,10.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2510172350,10,24,P00428,10.04.2017,39050.16,4881,0,0,0,0,0,0,12.5,0,0,0,49861.87,5930.71,INR,,,,,MH14 CP2472,,,
2540135675,10,225,P00453,11.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2540135675,10,225,P00454,11.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2540131755,10,10,P00455,11.04.2017,22555,2819,0,0,0,0,0,0,12.5,0,0,0,28799.49,3425.49,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00456,11.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2510172365,10,75,P00457,11.04.2017,23605.5,2951,0,0,0,0,0,0,12.5,0,0,0,30141.63,3585.13,INR,,,,,MH14 CP2472,,,
2540140488,10,35,P00458,11.04.2017,9177.35,1147,0,0,0,0,0,0,12.5,0,0,0,11718.14,1393.79,INR,,,,,MH14 CP2472,,,
2510172350,10,6,P00459,11.04.2017,9762.54,1220,0,0,0,0,0,0,12.5,0,0,0,12465.18,1482.64,INR,,,,,MH14 CP2472,,,
2540131761,10,30,P00460,11.04.2017,21962.1,2745,0,0,0,0,0,0,12.5,0,0,0,28042.56,3335.46,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00461,11.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00462,11.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540131769,10,150,P00463,11.04.2017,43131,5391,0,0,0,0,0,0,12.5,0,0,0,55072.47,6550.47,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00470,11.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00471,11.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2540131761,10,80,P00472,11.04.2017,58565.6,7321,0,0,0,0,0,0,12.5,0,0,0,74781.29,8894.69,INR,,,,,MH14 CP2472,,,
2510172361,10,30,P00473,11.04.2017,10366.5,1296,0,0,0,0,0,0,12.5,0,0,0,13236.94,1574.44,INR,,,,,MH14 CP2472,,,
2510172330,10,60,P00474,11.04.2017,22799.4,2850,0,0,0,0,0,0,12.5,0,0,0,29112.07,3462.67,INR,,,,,MH14 CP2472,,,
2540131776,10,40,P00475,11.04.2017,35826.8,4478,0,0,0,0,0,0,12.5,0,0,0,45745.95,5441.15,INR,,,,,MH14 CP2472,,,
2510172351,10,40,P00476,11.04.2017,33637.6,4205,0,0,0,0,0,0,12.5,0,0,0,42951.35,5108.75,INR,,,,,MH14 CP2472,,,
2510172313,10,32,P00477,11.04.2017,8815.36,1102,0,0,0,0,0,0,12.5,0,0,0,11256.2,1338.84,INR,,,,,MH14 CP2472,,,
2540131762,10,90,P00478,11.04.2017,20327.4,2541,0,0,0,0,0,0,12.5,0,0,0,25955.63,3087.23,INR,,,,,MH14 CP2472,,,
2540127048,10,5,P00479,11.04.2017,1899.65,237,0,0,0,0,0,0,12.5,0,0,0,2425.1,288.45,INR,,,,,MH14 CP2472,,,
2510172350,10,30,P00480,11.04.2017,48812.7,6102,0,0,0,0,0,0,12.5,0,0,0,62328.18,7413.48,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00481,11.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00482,11.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00483,11.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2510172368,10,10,P00484,11.04.2017,1572.1,197,0,0,0,0,0,0,12.5,0,0,0,2007.93,238.83,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00512,12.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00513,12.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2510172330,10,80,P00514,12.04.2017,30399.2,3800,0,0,0,0,0,0,12.5,0,0,0,38816.09,4616.89,INR,,,,,MH14 CP2472,,,
2540131761,10,80,P00515,12.04.2017,58565.6,7321,0,0,0,0,0,0,12.5,0,0,0,74781.29,8894.69,INR,,,,,MH14 CP2472,,,
2540131761,10,20,P00516,12.04.2017,14641.4,1830,0,0,0,0,0,0,12.5,0,0,0,18695.04,2223.64,INR,,,,,MH14 CP2472,,,
2540131762,10,60,P00517,12.04.2017,13551.6,1694,0,0,0,0,0,0,12.5,0,0,0,17303.76,2058.16,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00518,12.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2540131797,10,50,P00519,12.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP2472,,,
2510172350,10,24,P00520,12.04.2017,39050.16,4881,0,0,0,0,0,0,12.5,0,0,0,49861.87,5930.71,INR,,,,,MH14 CP2472,,,
2510172365,10,75,P00521,12.04.2017,23605.5,2951,0,0,0,0,0,0,12.5,0,0,0,30141.63,3585.13,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00522,12.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2540136041,10,50,P00523,12.04.2017,7525,941,0,0,0,0,0,0,12.5,0,0,0,9608.91,1142.91,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00545,13.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00546,13.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2540131761,10,60,P00547,13.04.2017,43924.2,5491,0,0,0,0,0,0,12.5,0,0,0,56086.25,6671.05,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00548,13.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2510172365,10,100,P00549,13.04.2017,31474,3934,0,0,0,0,0,0,12.5,0,0,0,40188.08,4780.08,INR,,,,,MH14 CP2472,,,
2540131797,10,50,P00550,13.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP2472,,,
2510172373,10,30,P00551,13.04.2017,6681.3,835,0,0,0,0,0,0,12.5,0,0,0,8531,1014.7,INR,,,,,MH14 CP2472,,,
2510172350,10,6,P00552,13.04.2017,9762.54,1220,0,0,0,0,0,0,12.5,0,0,0,12465.18,1482.64,INR,,,,,MH14 CP2472,,,
2540131777,10,40,P00553,13.04.2017,7750.8,969,0,0,0,0,0,0,12.5,0,0,0,9896.97,1177.17,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00554,13.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2510172330,10,80,P00555,13.04.2017,30399.2,3800,0,0,0,0,0,0,12.5,0,0,0,38816.09,4616.89,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00556,13.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540140488,10,35,P00557,13.04.2017,9177.35,1147,0,0,0,0,0,0,12.5,0,0,0,11718.14,1393.79,INR,,,,,MH14 CP2472,,,
2510172361,10,60,P00558,13.04.2017,20733,2592,0,0,0,0,0,0,12.5,0,0,0,26473.88,3148.88,INR,,,,,MH14 CP2472,,,
2540131759,10,36,P00559,13.04.2017,13293.36,1662,0,0,0,0,0,0,12.5,0,0,0,16974.33,2018.97,INR,,,,,MH14 CP2472,,,
2510172313,10,32,P00560,13.04.2017,8815.36,1102,0,0,0,0,0,0,12.5,0,0,0,11256.2,1338.84,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00589,14.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2510172372,10,40,P00590,14.04.2017,14033.6,1754,0,0,0,0,0,0,12.5,0,0,0,17918.93,2131.33,INR,,,,,MH14 CP2472,,,
2540131761,10,40,P00591,14.04.2017,29282.8,3660,0,0,0,0,0,0,12.5,0,0,0,37390.08,4447.28,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00592,14.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2510172361,10,30,P00593,14.04.2017,10366.5,1296,0,0,0,0,0,0,12.5,0,0,0,13236.94,1574.44,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00594,14.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00595,14.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172358,10,33,P00596,14.04.2017,6712.53,839,0,0,0,0,0,0,12.5,0,0,0,8570.99,1019.46,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00597,14.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2540131761,10,70,P00599,14.04.2017,51244.9,6406,0,0,0,0,0,0,12.5,0,0,0,65433.77,7782.87,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00600,14.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2540131762,10,60,P00601,14.04.2017,13551.6,1694,0,0,0,0,0,0,12.5,0,0,0,17303.76,2058.16,INR,,,,,MH14 CP2472,,,
2540131797,10,50,P00602,14.04.2017,8853.5,1107,0,0,0,0,0,0,12.5,0,0,0,11305.17,1344.67,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00603,14.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2510172327,10,72,P00604,14.04.2017,22395.6,2799,0,0,0,0,0,0,12.5,0,0,0,28595.87,3401.27,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00605,14.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00606,14.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2510172361,10,30,P00607,14.04.2017,10366.5,1296,0,0,0,0,0,0,12.5,0,0,0,13236.94,1574.44,INR,,,,,MH14 CP2472,,,
2540132379,10,25,P00608,14.04.2017,62336.25,7792,0,0,0,0,0,0,12.5,0,0,0,79595.56,9467.31,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00609,14.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00610,14.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00611,14.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00612,14.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00645,15.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00646,15.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172343,10,21,P00647,15.04.2017,3871.56,484,0,0,0,0,0,0,12.5,0,0,0,4943.56,588,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00648,15.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00649,15.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00650,15.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00651,15.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00652,15.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2540131761,10,70,P00653,15.04.2017,51244.9,6406,0,0,0,0,0,0,12.5,0,0,0,65433.77,7782.87,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00654,15.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00655,15.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2540131797,10,35,P00656,15.04.2017,6197.45,775,0,0,0,0,0,0,12.5,0,0,0,7913.73,941.28,INR,,,,,MH14 CP2472,,,
2540131775,10,20,P00657,15.04.2017,14602,1825,0,0,0,0,0,0,12.5,0,0,0,18644.64,2217.64,INR,,,,,MH14 CP2472,,,
2510172350,10,21,P00658,15.04.2017,34168.89,4271,0,0,0,0,0,0,12.5,0,0,0,43629.28,5189.39,INR,,,,,MH14 CP2472,,,
2510172361,10,60,P00659,15.04.2017,20733,2592,0,0,0,0,0,0,12.5,0,0,0,26473.88,3148.88,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00660,15.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00661,15.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00662,15.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00663,15.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00664,15.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540135675,10,225,P00687,15.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2540135675,10,225,P00688,15.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2510172364,10,96,P00689,15.04.2017,12678.72,1585,0,0,0,0,0,0,12.5,0,0,0,16189.32,1925.6,INR,,,,,BY TRANSPORT,,,
